section,subfolder,filename,date,doc_type,facility_or_case,ext,path
08_Operational_History_and_Traffic,1994_Operational_Baseline,013-0314_1978 INSP RPT__11 2 1978.pdf,1978-00-00,Inspection,,pdf,08_Operational_History_and_Traffic/1994_Operational_Baseline/013-0314_1978 INSP RPT__11 2 1978.pdf
08_Operational_History_and_Traffic,1994_Operational_Baseline,013-0314_1979 INSP RPT__10 24 1979.pdf,1979-00-00,Inspection,,pdf,08_Operational_History_and_Traffic/1994_Operational_Baseline/013-0314_1979 INSP RPT__10 24 1979.pdf
08_Operational_History_and_Traffic,1994_Operational_Baseline,013-0314_1979 INSP RPT__3 12 1979.pdf,1979-00-00,Inspection,,pdf,08_Operational_History_and_Traffic/1994_Operational_Baseline/013-0314_1979 INSP RPT__3 12 1979.pdf
08_Operational_History_and_Traffic,1994_Operational_Baseline,013-0314_1979 INSP RPT__4 12 1979.pdf,1979-00-00,Inspection,,pdf,08_Operational_History_and_Traffic/1994_Operational_Baseline/013-0314_1979 INSP RPT__4 12 1979.pdf
08_Operational_History_and_Traffic,1994_Operational_Baseline,013-0314_1979 INSP RPT__7 13 1979.pdf,1979-00-00,Inspection,,pdf,08_Operational_History_and_Traffic/1994_Operational_Baseline/013-0314_1979 INSP RPT__7 13 1979.pdf
08_Operational_History_and_Traffic,1994_Operational_Baseline,013-0314_1980 INSP RPT__12 2 1980.pdf,1980-00-00,Inspection,,pdf,08_Operational_History_and_Traffic/1994_Operational_Baseline/013-0314_1980 INSP RPT__12 2 1980.pdf
08_Operational_History_and_Traffic,1994_Operational_Baseline,013-0314_1980 INSP RPT__4 3 1980.pdf,1980-00-00,Inspection,,pdf,08_Operational_History_and_Traffic/1994_Operational_Baseline/013-0314_1980 INSP RPT__4 3 1980.pdf
08_Operational_History_and_Traffic,1994_Operational_Baseline,013-0314_1980 INSP RPT__9 8 1980.pdf,1980-00-00,Inspection,,pdf,08_Operational_History_and_Traffic/1994_Operational_Baseline/013-0314_1980 INSP RPT__9 8 1980.pdf
08_Operational_History_and_Traffic,1994_Operational_Baseline,"013-0314_1982 INSP RPT_C12,444_12 7 1982.pdf",1982-00-00,Inspection,,pdf,"08_Operational_History_and_Traffic/1994_Operational_Baseline/013-0314_1982 INSP RPT_C12,444_12 7 1982.pdf"
08_Operational_History_and_Traffic,1994_Operational_Baseline,013-0314_1982 INSP RPT__3 16 1982.pdf,1982-00-00,Inspection,,pdf,08_Operational_History_and_Traffic/1994_Operational_Baseline/013-0314_1982 INSP RPT__3 16 1982.pdf
08_Operational_History_and_Traffic,1994_Operational_Baseline,"013-0314_1983 INSP RPT_C12,444-1_12 9 1983.pdf",1983-00-00,Inspection,,pdf,"08_Operational_History_and_Traffic/1994_Operational_Baseline/013-0314_1983 INSP RPT_C12,444-1_12 9 1983.pdf"
08_Operational_History_and_Traffic,1994_Operational_Baseline,013-0314_1983 INSP RPT__10 17 1983.pdf,1983-00-00,Inspection,,pdf,08_Operational_History_and_Traffic/1994_Operational_Baseline/013-0314_1983 INSP RPT__10 17 1983.pdf
08_Operational_History_and_Traffic,1994_Operational_Baseline,"013-0314_1984 INSP RPT_C12,144_3 19 1984.pdf",1984-00-00,Inspection,,pdf,"08_Operational_History_and_Traffic/1994_Operational_Baseline/013-0314_1984 INSP RPT_C12,144_3 19 1984.pdf"
08_Operational_History_and_Traffic,1994_Operational_Baseline,013-0314_1984 INSP RPT__5 14 1984 (1).pdf,1984-00-00,Inspection,,pdf,08_Operational_History_and_Traffic/1994_Operational_Baseline/013-0314_1984 INSP RPT__5 14 1984 (1).pdf
08_Operational_History_and_Traffic,1994_Operational_Baseline,1993 - Plutonium - Health and Safety.pdf,1993-00-00,Document,,pdf,08_Operational_History_and_Traffic/1994_Operational_Baseline/1993 - Plutonium - Health and Safety.pdf
08_Operational_History_and_Traffic,1994_Operational_Baseline,2016 - Review of Dowe Flats - PC Staff Recommendation (1).pdf,2016-00-00,Staff recommendation,,pdf,08_Operational_History_and_Traffic/1994_Operational_Baseline/2016 - Review of Dowe Flats - PC Staff Recommendation (1).pdf
08_Operational_History_and_Traffic,1994_Operational_Baseline,Boulder County Health Department - Annual Report for 1993 - GNL - Exhibit A.pdf,1993-00-00,Report,,pdf,08_Operational_History_and_Traffic/1994_Operational_Baseline/Boulder County Health Department - Annual Report for 1993 - GNL - Exhibit A.pdf
08_Operational_History_and_Traffic,1994_Operational_Baseline,Boulder County Health Department - Annual Report for 1994 -  GNL - Exhibit B.pdf,1994-00-00,Report,,pdf,08_Operational_History_and_Traffic/1994_Operational_Baseline/Boulder County Health Department - Annual Report for 1994 -  GNL - Exhibit B.pdf
08_Operational_History_and_Traffic,Amicus_Brief_2024,2024.07.09 - GNL Letter to D. Case re ZON-23-0003.pdf,2024-00-00,Letter,ZON-23-0003,pdf,08_Operational_History_and_Traffic/Amicus_Brief_2024/2024.07.09 - GNL Letter to D. Case re ZON-23-0003.pdf
08_Operational_History_and_Traffic,Amicus_Brief_2024,2024.12.20 - SOSVV & GNL Letter re ZON-23-0003.pdf,2024-00-00,Letter,ZON-23-0003,pdf,08_Operational_History_and_Traffic/Amicus_Brief_2024/2024.12.20 - SOSVV & GNL Letter re ZON-23-0003.pdf
08_Operational_History_and_Traffic,Amicus_Brief_2024,Ex. A.pdf,,Document,,pdf,08_Operational_History_and_Traffic/Amicus_Brief_2024/Ex. A.pdf
08_Operational_History_and_Traffic,Amicus_Brief_2024,GNL - Exhibit C.pdf,,Document,,pdf,08_Operational_History_and_Traffic/Amicus_Brief_2024/GNL - Exhibit C.pdf
08_Operational_History_and_Traffic,Amicus_Brief_2024,GNL - Exhibit D.pdf,,Document,,pdf,08_Operational_History_and_Traffic/Amicus_Brief_2024/GNL - Exhibit D.pdf
08_Operational_History_and_Traffic,CDPHE_Air_Inspection_Reports,013-0003-001_2012 INSP RPT_05BO0703_8_21_2012.pdf,,Inspection,,pdf,08_Operational_History_and_Traffic/CDPHE_Air_Inspection_Reports/013-0003-001_2012 INSP RPT_05BO0703_8_21_2012.pdf
08_Operational_History_and_Traffic,CDPHE_Air_Inspection_Reports,013-0003-001_2016 INSP RPT_05BO0703_10_20_2016.pdf,,Inspection,,pdf,08_Operational_History_and_Traffic/CDPHE_Air_Inspection_Reports/013-0003-001_2016 INSP RPT_05BO0703_10_20_2016.pdf
08_Operational_History_and_Traffic,CDPHE_Air_Inspection_Reports,013-0003-001_2021 INSP RPT_95OPBO082_8_25_2021.pdf,,Inspection,95OPBO082 (air permit),pdf,08_Operational_History_and_Traffic/CDPHE_Air_Inspection_Reports/013-0003-001_2021 INSP RPT_95OPBO082_8_25_2021.pdf
08_Operational_History_and_Traffic,CDPHE_Air_Inspection_Reports,013-0003-001_2022 INSP RPT_95OPBO082_9_21_2022.pdf,,Inspection,95OPBO082 (air permit),pdf,08_Operational_History_and_Traffic/CDPHE_Air_Inspection_Reports/013-0003-001_2022 INSP RPT_95OPBO082_9_21_2022.pdf
08_Operational_History_and_Traffic,CDPHE_Air_Inspection_Reports,013-0003-017_2015 INSP RPT_95OPBO082_11_5_2015.pdf,,Inspection,95OPBO082 (air permit),pdf,08_Operational_History_and_Traffic/CDPHE_Air_Inspection_Reports/013-0003-017_2015 INSP RPT_95OPBO082_11_5_2015.pdf
08_Operational_History_and_Traffic,CDPHE_Air_Inspection_Reports,013-0003_2010 INSP RPT_95OPBO082_9_16_2010.pdf,,Inspection,95OPBO082 (air permit),pdf,08_Operational_History_and_Traffic/CDPHE_Air_Inspection_Reports/013-0003_2010 INSP RPT_95OPBO082_9_16_2010.pdf
08_Operational_History_and_Traffic,CDPHE_Air_Inspection_Reports,013-0003_2011 INSP RPT SUPP DOCS_95OPBO082_9_1_2011.pdf,,Inspection,95OPBO082 (air permit),pdf,08_Operational_History_and_Traffic/CDPHE_Air_Inspection_Reports/013-0003_2011 INSP RPT SUPP DOCS_95OPBO082_9_1_2011.pdf
08_Operational_History_and_Traffic,CDPHE_Air_Inspection_Reports,013-0003_2013 INSP RPT__8_20_2013.pdf,,Inspection,,pdf,08_Operational_History_and_Traffic/CDPHE_Air_Inspection_Reports/013-0003_2013 INSP RPT__8_20_2013.pdf
08_Operational_History_and_Traffic,CDPHE_Air_Inspection_Reports,013-0003_2014 INSP RPT__10_10_2014.pdf,,Inspection,,pdf,08_Operational_History_and_Traffic/CDPHE_Air_Inspection_Reports/013-0003_2014 INSP RPT__10_10_2014.pdf
08_Operational_History_and_Traffic,CDPHE_Air_Inspection_Reports,013-0003_2017 INSP RPT_95OPBO082_4_27_2017.pdf,,Inspection,95OPBO082 (air permit),pdf,08_Operational_History_and_Traffic/CDPHE_Air_Inspection_Reports/013-0003_2017 INSP RPT_95OPBO082_4_27_2017.pdf
08_Operational_History_and_Traffic,CDPHE_Air_Inspection_Reports,013-0003_2018 INSP RPT_95OPBO082_11_8_2018.pdf,,Inspection,95OPBO082 (air permit),pdf,08_Operational_History_and_Traffic/CDPHE_Air_Inspection_Reports/013-0003_2018 INSP RPT_95OPBO082_11_8_2018.pdf
08_Operational_History_and_Traffic,CDPHE_Air_Inspection_Reports,013-0003_2019 INSP RPT_95OPBO082_1_25_2019.pdf,,Inspection,95OPBO082 (air permit),pdf,08_Operational_History_and_Traffic/CDPHE_Air_Inspection_Reports/013-0003_2019 INSP RPT_95OPBO082_1_25_2019.pdf
08_Operational_History_and_Traffic,CDPHE_Air_Inspection_Reports,013-0003_2020 INSP RPT_95OPBO082_8_4_2020.pdf,,Inspection,95OPBO082 (air permit),pdf,08_Operational_History_and_Traffic/CDPHE_Air_Inspection_Reports/013-0003_2020 INSP RPT_95OPBO082_8_4_2020.pdf
08_Operational_History_and_Traffic,CEMEX_Responses,CEMEX - Lyons Letter May 9th 2024.pdf,2024-00-00,Letter,,pdf,08_Operational_History_and_Traffic/CEMEX_Responses/CEMEX - Lyons Letter May 9th 2024.pdf
08_Operational_History_and_Traffic,CEMEX_Responses,CX Letter to BOCO 3.24.23.pdf,2023-03-24,Letter,,pdf,08_Operational_History_and_Traffic/CEMEX_Responses/CX Letter to BOCO 3.24.23.pdf
08_Operational_History_and_Traffic,CEMEX_Responses,Ex. D - Landis Report Final signed.pdf,,Report,,pdf,08_Operational_History_and_Traffic/CEMEX_Responses/Ex. D - Landis Report Final signed.pdf
08_Operational_History_and_Traffic,CEMEX_Responses,Response to BOCO Oct 2023 letter.pdf,2023-10-00,Letter,,pdf,08_Operational_History_and_Traffic/CEMEX_Responses/Response to BOCO Oct 2023 letter.pdf
08_Operational_History_and_Traffic,GNL_Submissions_to_County,CEMEX Plant Upgrade Research 08.2023 - Google Docs.pdf,2023-00-00,Document,,pdf,08_Operational_History_and_Traffic/GNL_Submissions_to_County/CEMEX Plant Upgrade Research 08.2023 - Google Docs.pdf
08_Operational_History_and_Traffic,GNL_Submissions_to_County,The 1997-2000 Lyons Plant Expansion Project w Links Working.pdf,1997-00-00,Document,,pdf,08_Operational_History_and_Traffic/GNL_Submissions_to_County/The 1997-2000 Lyons Plant Expansion Project w Links Working.pdf
08_Operational_History_and_Traffic,GNL_Submissions_to_County,sarahlorang_e_mail_4_11_23.pdf,,Document,,pdf,08_Operational_History_and_Traffic/GNL_Submissions_to_County/sarahlorang_e_mail_4_11_23.pdf
08_Operational_History_and_Traffic,Historical_Data,CEMEX Historical Data.xlsx,,Spreadsheet,,xlsx,08_Operational_History_and_Traffic/Historical_Data/CEMEX Historical Data.xlsx
08_Operational_History_and_Traffic,Historical_Data,MJC CEMEX.xlsx,,Spreadsheet,,xlsx,08_Operational_History_and_Traffic/Historical_Data/MJC CEMEX.xlsx
09_Correspondence,County_and_Commissioners,1-2-3 mile concentric rings map_20220718.pdf,,Document,,pdf,09_Correspondence/County_and_Commissioners/1-2-3 mile concentric rings map_20220718.pdf
09_Correspondence,County_and_Commissioners,BOCO COMM CEMEX LETTER.pdf,,Letter,,pdf,09_Correspondence/County_and_Commissioners/BOCO COMM CEMEX LETTER.pdf
09_Correspondence,County_and_Commissioners,CEMEX Plant Upgrade Research 08.2023 - Google Docs.pdf,2023-00-00,Document,,pdf,09_Correspondence/County_and_Commissioners/CEMEX Plant Upgrade Research 08.2023 - Google Docs.pdf
09_Correspondence,County_and_Commissioners,Letter to Dale Case & Commissioners.docx,,Letter,,docx,09_Correspondence/County_and_Commissioners/Letter to Dale Case & Commissioners.docx
09_Correspondence,County_and_Commissioners,Lyons Letter May 9th.pdf,,Letter,,pdf,09_Correspondence/County_and_Commissioners/Lyons Letter May 9th.pdf
09_Correspondence,County_and_Commissioners,bartlorange_mail_9_2_23.pdf,,Document,,pdf,09_Correspondence/County_and_Commissioners/bartlorange_mail_9_2_23.pdf
09_Correspondence,DRMS,2022-08-24_GENERAL DOCUMENTS - M1977208.pdf,2022-08-24,Document,M-1977-208 (Lyons mine),pdf,09_Correspondence/DRMS/2022-08-24_GENERAL DOCUMENTS - M1977208.pdf
09_Correspondence,DRMS,2023-03-02_INSPECTION - M1977208.pdf,2023-03-02,Inspection,M-1977-208 (Lyons mine),pdf,09_Correspondence/DRMS/2023-03-02_INSPECTION - M1977208.pdf
09_Correspondence,DRMS,Amy Email 1 - Question on M1977-208 Inspection Report.pdf,,Inspection,,pdf,09_Correspondence/DRMS/Amy Email 1 - Question on M1977-208 Inspection Report.pdf
09_Correspondence,DRMS,Amy Email 2 - Question on M1977-208 Inspection Report.pdf,,Inspection,,pdf,09_Correspondence/DRMS/Amy Email 2 - Question on M1977-208 Inspection Report.pdf
09_Correspondence,DRMS,DRMS Letter to Boulder County 8.29.2022.pdf,2022-08-29,Letter,,pdf,09_Correspondence/DRMS/DRMS Letter to Boulder County 8.29.2022.pdf
09_Correspondence,DRMS,M1977208_TR18_DRMS_M_New Revision Application_FORM_55733.pdf,,Revision,M-1977-208 (Lyons mine),pdf,09_Correspondence/DRMS/M1977208_TR18_DRMS_M_New Revision Application_FORM_55733.pdf
09_Correspondence,DRMS,MINERAL RULES AND REGULATIONS FOR THE EXTRACTION OF CONSTRUCTION MATERIALS 7-15-19.pdf,2019-07-15,Document,,pdf,09_Correspondence/DRMS/MINERAL RULES AND REGULATIONS FOR THE EXTRACTION OF CONSTRUCTION MATERIALS 7-15-19.pdf
09_Correspondence,DRMS,Notes from 7-15-22 call with Amy Eschberger.docx,2022-07-15,Document,,docx,09_Correspondence/DRMS/Notes from 7-15-22 call with Amy Eschberger.docx
09_Correspondence,DRMS,Response_M1977208_CT3_5.pdf,,Document,M-1977-208 (Lyons mine),pdf,09_Correspondence/DRMS/Response_M1977208_CT3_5.pdf
09_Correspondence,Zoning_ZON-23-0003,Gmail - Status of Zoning Investigation.pdf,,Email,ZON-23-0003,pdf,09_Correspondence/Zoning_ZON-23-0003/Gmail - Status of Zoning Investigation.pdf
11_Reference_and_Research,Cement_Kiln_Dust,cement-kiln-dust-2017.pdf,2017-00-00,Document,,pdf,11_Reference_and_Research/Cement_Kiln_Dust/cement-kiln-dust-2017.pdf
11_Reference_and_Research,Comparison_Plants,062413_Port-Citrus-Feasibility-Study-Task-Area-1-Report_FINAL..pdf,,Report,,pdf,11_Reference_and_Research/Comparison_Plants/062413_Port-Citrus-Feasibility-Study-Task-Area-1-Report_FINAL..pdf
11_Reference_and_Research,Comparison_Plants,Fact Check - Alabama Cement Plant That Trucks In Limestone from 470 Miles Away.pdf,,Document,,pdf,11_Reference_and_Research/Comparison_Plants/Fact Check - Alabama Cement Plant That Trucks In Limestone from 470 Miles Away.pdf
11_Reference_and_Research,Comparison_Plants,Holcim Theodore Plant Crystal River Limestone Fact Sheet.pdf,,Document,,pdf,11_Reference_and_Research/Comparison_Plants/Holcim Theodore Plant Crystal River Limestone Fact Sheet.pdf
11_Reference_and_Research,Comparison_Plants,Impact of Distance of Quarries to Demand - Spain.pdf,,Document,,pdf,11_Reference_and_Research/Comparison_Plants/Impact of Distance of Quarries to Demand - Spain.pdf
11_Reference_and_Research,Emissions_and_Health,declaration-cargill.pdf,,Document,,pdf,11_Reference_and_Research/Emissions_and_Health/declaration-cargill.pdf
11_Reference_and_Research,Emissions_and_Health,ej_eip_kilns_web.pdf,,Document,,pdf,11_Reference_and_Research/Emissions_and_Health/ej_eip_kilns_web.pdf
11_Reference_and_Research,Historical,Colorado Geological Survey SP-05AB.pdf,,Document,,pdf,11_Reference_and_Research/Historical/Colorado Geological Survey SP-05AB.pdf
11_Reference_and_Research,Historical,Colorado Mineral Activites 2019-2020.pdf,2019-00-00,Document,,pdf,11_Reference_and_Research/Historical/Colorado Mineral Activites 2019-2020.pdf
11_Reference_and_Research,Historical,Southdown News 1998.pdf,1998-00-00,Document,,pdf,11_Reference_and_Research/Historical/Southdown News 1998.pdf
12_Presentations,,Analysis_of_Plant_Traffic_Appeal.png,,Image,,png,12_Presentations/Analysis_of_Plant_Traffic_Appeal.png
12_Presentations,,CEMEX_Lyons_Nonconforming_Use_Legal_Brief_Public.pdf,,Document,,pdf,12_Presentations/CEMEX_Lyons_Nonconforming_Use_Legal_Brief_Public.pdf
12_Presentations,,CEMEX_Lyons_Nonconforming_Use_Legal_Brief_Public.pptx,,Presentation,,pptx,12_Presentations/CEMEX_Lyons_Nonconforming_Use_Legal_Brief_Public.pptx
12_Presentations,,CEMEX_Lyons_Reverse_Rescission_Traffic_Brief.pdf,,Document,,pdf,12_Presentations/CEMEX_Lyons_Reverse_Rescission_Traffic_Brief.pdf
12_Presentations,,CEMEX_Lyons_Reverse_Rescission_Traffic_Brief.pptx,,Presentation,,pptx,12_Presentations/CEMEX_Lyons_Reverse_Rescission_Traffic_Brief.pptx
12_Presentations,,CEMEX_Rescission_Appeal.mp4,,Video,,mp4,12_Presentations/CEMEX_Rescission_Appeal.mp4
12_Presentations,,CEMEX_Rescission_Appeal.pdf,,Document,,pdf,12_Presentations/CEMEX_Rescission_Appeal.pdf
12_Presentations,,The_Fight_to_Close_CEMEX_Lyons.m4a,,Audio,,m4a,12_Presentations/The_Fight_to_Close_CEMEX_Lyons.m4a
Images,,1-lyonsgoodolddays2small.jpeg,,Image,,jpeg,Images/1-lyonsgoodolddays2small.jpeg
Images,,CEMEX_MJ25516-1.jpg,,Image,,jpg,Images/CEMEX_MJ25516-1.jpg
Images,,DJI_0515 copy.tiff,,Image,,tiff,Images/DJI_0515 copy.tiff
Images,,DJI_0515.DNG,,Image,,dng,Images/DJI_0515.DNG
Images,,"Good+Neighbors+Logo,+Transparent.png",,Image,,png,"Images/Good+Neighbors+Logo,+Transparent.png"
Images,,GoodNeighborsLogo.png,,Image,,png,Images/GoodNeighborsLogo.png
Images,,Time.jpeg,,Image,,jpeg,Images/Time.jpeg
Images,,cemex_lyons.png,,Image,,png,Images/cemex_lyons.png
Images,,cemex_mining.jpeg,,Image,,jpeg,Images/cemex_mining.jpeg
Images,,cemex_mining.png,,Image,,png,Images/cemex_mining.png
Images,,lyons_town.jpeg,,Image,,jpeg,Images/lyons_town.jpeg
Images,,st vrain lyons.jpeg,,Image,,jpeg,Images/st vrain lyons.jpeg
Images,,town_lyons.jpg,,Image,,jpg,Images/town_lyons.jpg
Z_Related_Other_CEMEX_Mines,Arcosa_M1988108,2020-02-28_REVISION - M1988108.pdf,2020-02-28,Revision,M-1988-108 (Arcosa),pdf,Z_Related_Other_CEMEX_Mines/Arcosa_M1988108/2020-02-28_REVISION - M1988108.pdf
Z_Related_Other_CEMEX_Mines,Arcosa_M1988108,M1988108_21 Nov 29_Annual Report Map (116).pdf,,Report,M-1988-108 (Arcosa),pdf,Z_Related_Other_CEMEX_Mines/Arcosa_M1988108/M1988108_21 Nov 29_Annual Report Map (116).pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341,DRMS Larimer County.pdf,,Document,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/DRMS Larimer County.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/General_Documents,1977-11-10_GENERAL DOCUMENTS - M1977341 (2).pdf,1977-11-10,Document,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/General_Documents/1977-11-10_GENERAL DOCUMENTS - M1977341 (2).pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/General_Documents,1977-11-10_GENERAL DOCUMENTS - M1977341.pdf,1977-11-10,Document,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/General_Documents/1977-11-10_GENERAL DOCUMENTS - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/General_Documents,1983-03-24_GENERAL DOCUMENTS - M1977341.pdf,1983-03-24,Document,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/General_Documents/1983-03-24_GENERAL DOCUMENTS - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/General_Documents,1985-04-07_GENERAL DOCUMENTS - M1977341.pdf,1985-04-07,Document,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/General_Documents/1985-04-07_GENERAL DOCUMENTS - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/General_Documents,1986-01-07_GENERAL DOCUMENTS - M1977341.pdf,1986-01-07,Document,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/General_Documents/1986-01-07_GENERAL DOCUMENTS - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/General_Documents,1986-04-11_GENERAL DOCUMENTS - M1977341 (2).pdf,1986-04-11,Document,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/General_Documents/1986-04-11_GENERAL DOCUMENTS - M1977341 (2).pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/General_Documents,1986-04-11_GENERAL DOCUMENTS - M1977341.pdf,1986-04-11,Document,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/General_Documents/1986-04-11_GENERAL DOCUMENTS - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/General_Documents,1986-05-05_GENERAL DOCUMENTS - M1977341.pdf,1986-05-05,Document,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/General_Documents/1986-05-05_GENERAL DOCUMENTS - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/General_Documents,1986-05-16_GENERAL DOCUMENTS - M1977341.pdf,1986-05-16,Document,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/General_Documents/1986-05-16_GENERAL DOCUMENTS - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/General_Documents,1986-06-12_GENERAL DOCUMENTS - M1977341.pdf,1986-06-12,Document,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/General_Documents/1986-06-12_GENERAL DOCUMENTS - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/General_Documents,1991-04-03_GENERAL DOCUMENTS - M1977341.pdf,1991-04-03,Document,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/General_Documents/1991-04-03_GENERAL DOCUMENTS - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/General_Documents,1993-11-02_GENERAL DOCUMENTS - M1977341.pdf,1993-11-02,Document,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/General_Documents/1993-11-02_GENERAL DOCUMENTS - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/General_Documents,1995-03-13_GENERAL DOCUMENTS - M1977341.pdf,1995-03-13,Document,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/General_Documents/1995-03-13_GENERAL DOCUMENTS - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/General_Documents,1997-07-15_GENERAL DOCUMENTS - M1977341.pdf,1997-07-15,Document,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/General_Documents/1997-07-15_GENERAL DOCUMENTS - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/General_Documents,1999-12-03_GENERAL DOCUMENTS - M1977341.pdf,1999-12-03,Document,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/General_Documents/1999-12-03_GENERAL DOCUMENTS - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/General_Documents,2003-12-02_GENERAL DOCUMENTS - M1977341.pdf,2003-12-02,Document,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/General_Documents/2003-12-02_GENERAL DOCUMENTS - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/General_Documents,2007-01-23_GENERAL DOCUMENTS - M1977341.pdf,2007-01-23,Document,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/General_Documents/2007-01-23_GENERAL DOCUMENTS - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/General_Documents,2007-02-09_GENERAL DOCUMENTS - M1977341.pdf,2007-02-09,Document,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/General_Documents/2007-02-09_GENERAL DOCUMENTS - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Inspections,1997-01-01_INSPECTION - M1977341.pdf,1997-01-01,Inspection,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Inspections/1997-01-01_INSPECTION - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Inspections,1997-05-01_INSPECTION - M1977341.pdf,1997-05-01,Inspection,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Inspections/1997-05-01_INSPECTION - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Inspections,1997-05-09_INSPECTION - M1977341.pdf,1997-05-09,Inspection,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Inspections/1997-05-09_INSPECTION - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Inspections,1997-05-20_INSPECTION - M1977341.pdf,1997-05-20,Inspection,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Inspections/1997-05-20_INSPECTION - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Inspections,1997-05-29_INSPECTION - M1977341.pdf,1997-05-29,Inspection,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Inspections/1997-05-29_INSPECTION - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Inspections,2003-12-22_INSPECTION - M1977341.pdf,2003-12-22,Inspection,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Inspections/2003-12-22_INSPECTION - M1977341.pdf
